attacker,defender,best_move,damage_pct,reverse_move,reverse_pct,speed_advantage,old_score,offense_score,defense_score,speed_score,typing_score,movepool_score,mega_score,efficiency,meta_weight,is_meta,is_ohko,is_2hko,coverage_depth,survival_margin,trick_room_favor,priority_net,coverage_types,status_threat_net,setup_potential_net
Stunfisk,Tauros-Paldea-Combat,Earth Power,64,Close Combat,75,-0.7,-0.32,-0.273,-0.023,-0.363,0.000,0.240,0.000,-0.136,0.05,0,0,1,0.000,0.250,0.000,0.000,0.800,0.600,0.000
Stunfisk,Tauros-Paldea-Blaze,Earth Power,128,Close Combat,75,-0.7,0.32,0.703,-0.023,-0.363,0.233,0.290,0.000,0.185,0.05,0,1,1,0.500,0.250,0.000,0.000,0.800,0.600,0.200
Stunfisk,Tauros-Paldea-Aqua,Thunderbolt,128,Wave Crash,150,-0.7,-0.43,0.628,-0.473,-0.463,0.000,0.380,0.000,0.016,0.02,1,1,1,0.250,-0.500,0.000,-0.500,0.800,0.600,0.000
Stunfisk,Gyarados,Thunderbolt,171.8,Aqua Tail,121.7,-0.7,0.29,0.775,-0.228,-0.392,0.158,0.160,0.000,0.129,0.078,1,1,1,0.250,-0.217,0.000,0.000,0.800,0.400,0.000
Stunfisk,Ditto,Earth Power,102.4,Struggle,0,-0.5,0.87,-0.017,0.427,-0.090,0.000,0.645,0.000,0.148,0.05,0,0,1,0.000,1.000,0.000,0.000,0.800,0.600,0.500
Stunfisk,Vaporeon,Thunderbolt,74.1,Surf,97.8,-0.5,-0.39,-0.131,-0.100,-0.249,0.000,0.120,0.000,-0.102,0.05,0,0,1,0.250,0.022,0.000,0.000,0.800,0.300,0.000
Stunfisk,Jolteon,Earth Power,108.6,Hyper Beam,53.8,-0.7,0.34,0.099,0.314,-0.400,0.775,0.170,0.000,0.123,0.05,0,0,1,0.250,0.462,0.000,0.000,0.800,0.300,0.200
Stunfisk,Flareon,Earth Power,95.7,Flare Blitz,83.7,-0.5,-0.03,0.088,-0.075,-0.227,0.233,0.120,0.000,-0.002,0.05,0,0,1,0.500,0.163,0.000,0.000,0.800,0.300,0.000
Stunfisk,Aerodactyl,Thunderbolt,117.4,Rock Slide,22.8,-0.7,0.74,0.233,0.440,-0.408,0.467,0.425,0.000,0.188,0.314,1,0,1,0.500,0.772,0.000,0.000,0.800,0.400,0.500
Stunfisk,Snorlax,Earth Power,28.5,High Horsepower,79.3,0,-0.51,-0.810,-0.049,0.031,0.000,-0.090,0.000,-0.258,0.02,1,0,0,0.000,0.207,0.000,0.000,0.800,-0.200,-0.600
Stunfisk,Dragonite,Thunderbolt,21.7,Draco Meteor,42.9,-0.7,-0.42,-0.855,0.304,-0.582,-0.075,0.310,0.000,-0.273,0.235,1,0,0,0.000,0.571,0.000,-0.800,0.800,0.600,0.000
Stunfisk,Meganium,Sludge Wave,67.1,Frenzy Plant,133.7,-0.7,-0.88,-0.178,-0.316,-0.347,-0.617,0.180,0.000,-0.245,0.118,1,0,1,0.250,-0.337,0.000,0.000,0.800,0.400,-0.200
Stunfisk,Typhlosion,Earth Power,109.8,Solar Beam,85.9,-0.7,0.03,0.182,-0.029,-0.363,0.233,0.360,0.000,0.034,0.05,0,0,1,0.500,0.141,0.000,0.000,0.800,0.600,0.200
Stunfisk,Typhlosion-Hisui,Earth Power,113.5,Eruption,84.8,-0.7,0.08,0.207,-0.022,-0.363,0.233,0.430,0.000,0.05,0.059,1,0,1,0.500,0.152,0.000,0.000,0.800,0.600,0.200
Stunfisk,Feraligatr,Thunderbolt,106.3,Liquidation,132.6,-0.7,-0.47,0.084,-0.368,-0.353,0.000,0.380,0.000,-0.1,0.02,1,0,1,0.250,-0.326,0.000,0.000,0.800,0.600,0.000
Stunfisk,Ariados,Earth Power,66.2,Megahorn,65.8,0,0,-0.259,0.107,-0.149,0.075,0.310,0.000,-0.042,0.05,0,0,1,0.000,0.342,0.000,-0.500,0.800,0.600,0.000
Stunfisk,Ampharos,Earth Power,95.8,Hyper Beam,54.9,-0.5,0.26,0.014,0.307,-0.184,0.775,0.240,0.000,0.146,0.05,0,0,1,0.250,0.451,0.000,0.000,0.800,0.600,0.000
Stunfisk,Azumarill,Thunderbolt,99.4,Play Rough,39.7,-0.5,0.45,0.113,0.189,-0.229,0.000,0.255,0.000,0.061,0.02,1,0,1,0.500,0.603,0.000,-0.500,0.800,0.100,0.300
Stunfisk,Politoed,Thunderbolt,88.5,Surf,85.9,-0.7,-0.18,-0.035,-0.029,-0.289,0.000,0.040,0.000,-0.071,0.098,1,0,1,0.250,0.141,0.000,0.000,0.800,0.100,0.000
Stunfisk,Espeon,Earth Power,54.3,Future Sight,72.3,-0.7,-0.39,-0.638,0.053,-0.423,0.000,0.120,0.000,-0.251,0.05,0,0,0,0.000,0.277,0.000,0.000,0.800,0.300,0.000
Stunfisk,Umbreon,Earth Power,35.3,Dig,48.9,-0.5,-0.29,-0.765,0.134,-0.242,0.000,0.040,0.000,-0.24,0.05,0,0,0,0.000,0.511,0.000,0.000,0.800,0.100,0.000
Stunfisk,Slowking,Thunderbolt,78.8,Surf,91.3,0,-0.12,-0.100,-0.061,-0.021,0.000,0.000,0.000,-0.049,0.05,0,0,1,0.250,0.087,0.000,0.000,0.800,0.000,0.000
Stunfisk,Slowking-Galar,Earth Power,78.8,Future Sight,64.1,0,0.15,-0.100,0.177,-0.021,0.308,0.000,0.000,0.041,0.05,0,0,1,0.250,0.359,0.000,0.000,0.800,0.000,0.000
Stunfisk,Forretress,Earth Power,72,Explosion,90.8,0,-0.19,-0.220,-0.043,-0.042,0.075,0.310,0.000,-0.046,0.05,0,0,1,0.000,0.092,0.000,0.000,0.800,0.600,0.000
Stunfisk,Steelix,Earth Power,136,Earthquake,105.4,0,0.31,0.757,-0.130,0.053,-0.075,0.040,0.000,0.202,0.05,0,1,1,0.500,-0.054,0.000,0.000,0.800,0.100,0.000
Stunfisk,Scizor,Earth Power,60,Bug Bite,63.6,-0.5,-0.19,-0.300,0.121,-0.371,0.075,0.380,0.000,-0.089,0.078,1,0,1,0.000,0.364,0.000,-0.500,0.800,0.600,0.000
Stunfisk,Heracross,Thunderbolt,49,Focus Punch,101.6,-0.7,-0.74,-0.673,-0.182,-0.363,-0.075,0.185,0.000,-0.309,0.05,0,0,0,0.000,-0.016,0.000,0.000,0.800,0.600,-0.500
Stunfisk,Skarmory,Thunderbolt,137.1,Brave Bird,30.4,-0.7,0.86,0.689,0.395,-0.334,0.467,0.425,0.000,0.328,0.02,1,1,1,0.250,0.696,0.000,0.000,0.800,0.400,0.500
Stunfisk,Houndoom,Earth Power,116,Overheat,70.1,-0.7,0.25,0.223,0.066,-0.363,0.233,0.280,0.000,0.062,0.05,0,0,1,0.500,0.299,0.000,0.000,0.800,0.400,0.200
Stunfisk,Tyranitar,Earth Power,83.4,Focus Punch,71.2,-0.5,-0.03,0.006,0.075,-0.232,0.308,0.160,0.000,0.021,0.275,1,0,1,0.500,0.288,0.000,0.000,0.800,0.400,0.000
Stunfisk,Pelipper,Thunderbolt,284.4,Surf,88,-0.5,1.81,0.775,0.034,-0.294,0.158,0.290,0.000,0.227,0.294,1,1,1,0.250,0.120,0.000,0.000,0.800,0.600,0.200
Stunfisk,Gardevoir,Sludge Wave,64.3,Energy Ball,70.7,-0.7,-0.27,-0.196,0.062,-0.421,0.000,-0.040,0.000,-0.132,0.137,1,0,1,0.250,0.293,0.000,0.000,0.800,-0.100,0.000
Stunfisk,Sableye,Earth Power,81.6,Foul Play,26.1,-0.5,0.4,-0.156,0.271,-0.244,0.000,0.295,0.000,0.002,0.039,1,0,1,0.000,0.739,0.000,-0.500,0.800,0.200,0.300
Stunfisk,Aggron,Earth Power,297.9,Giga Impact,62,-0.5,2.21,0.850,0.205,-0.144,0.850,0.210,0.000,0.384,0.039,1,1,1,0.500,0.380,0.000,0.000,0.800,0.400,0.200
Stunfisk,Medicham,Earth Power,67.4,Focus Punch,128.8,-0.7,-0.82,-0.251,-0.346,-0.392,0.000,0.180,0.000,-0.222,0.05,0,0,1,0.000,-0.288,0.000,0.000,0.800,0.400,-0.200
Stunfisk,Manectric,Earth Power,149,Snarl,19.6,-0.7,1.08,0.768,0.519,-0.378,0.775,0.505,0.000,0.413,0.02,1,1,1,0.250,0.804,0.000,0.000,0.800,0.600,0.500
Stunfisk,Sharpedo,Thunderbolt,195.9,Liquidation,112,-0.7,0.63,0.775,-0.245,-0.385,0.000,0.160,0.000,0.11,0.05,0,1,1,0.250,-0.120,0.000,0.000,0.800,0.400,0.000
Stunfisk,Camerupt,Surf,168.3,Earth Power,94.6,0,0.74,0.850,-0.081,-0.027,-0.150,0.240,0.000,0.238,0.02,1,1,1,0.500,0.054,0.000,0.000,0.800,0.300,0.200
Stunfisk,Torkoal,Earth Power,132.4,Eruption,51.1,0.3,0.9,0.733,0.180,0.134,0.233,0.190,0.000,0.334,0.098,1,1,1,0.500,0.489,0.000,0.000,0.800,0.000,0.200
Stunfisk,Altaria,Thunderbolt,46.7,Outrage,57.1,-0.7,-0.31,-0.689,0.160,-0.392,-0.075,0.115,0.000,-0.241,0.02,1,0,0,0.000,0.429,0.000,0.000,0.800,0.300,-0.300
Stunfisk,Milotic,Thunderbolt,71.8,Scald,81.5,-0.7,-0.31,-0.146,-0.002,-0.377,0.000,0.260,0.000,-0.094,0.176,1,0,1,0.250,0.185,0.000,0.000,0.800,0.300,0.000
Stunfisk,Castform,Earth Power,66.2,Body Slam,40.8,-0.7,0.04,-0.259,0.182,-0.304,0.000,0.385,0.000,-0.054,0.05,0,0,1,0.000,0.592,0.000,0.000,0.800,0.600,0.300
Stunfisk,Banette,Earth Power,75.5,Poltergeist,70.7,-0.5,-0.1,-0.197,0.003,-0.301,0.000,0.080,0.000,-0.111,0.05,0,0,1,0.000,0.293,0.000,0.000,0.800,0.200,0.000
Stunfisk,Chimecho,Thunderbolt,52.7,Future Sight,58.7,-0.5,-0.21,-0.649,0.134,-0.301,0.000,-0.160,0.000,-0.237,0.05,0,0,0,0.000,0.413,0.000,0.000,0.800,-0.400,0.000
Stunfisk,Absol,Earth Power,77.1,Giga Impact,69.6,-0.7,-0.14,-0.186,0.010,-0.344,0.000,0.160,0.000,-0.106,0.05,0,0,1,0.000,0.304,0.000,0.000,0.800,0.400,0.000
Stunfisk,Glalie,Earth Power,56.1,Explosion,84.2,-0.7,-0.49,-0.626,-0.078,-0.369,-0.233,0.280,0.000,-0.276,0.05,0,0,0,0.000,0.158,0.000,0.000,0.800,0.400,0.200
Stunfisk,Torterra,Sludge Wave,34.7,Headlong Rush,147.8,-0.5,-1.28,-0.769,-0.460,-0.154,-0.692,0.115,0.000,-0.434,0.05,0,0,0,0.000,-0.478,0.000,0.000,0.800,0.600,-0.500
Stunfisk,Infernape,Earth Power,127.2,Focus Punch,89.7,-0.7,0.17,0.698,-0.111,-0.363,0.233,0.200,0.000,0.153,0.05,0,1,1,0.500,0.103,0.000,0.000,0.800,0.200,0.200
Stunfisk,Empoleon,Earth Power,91.8,Hydro Cannon,160.9,-0.5,-0.84,0.062,-0.404,-0.209,0.075,0.070,0.000,-0.11,0.02,1,0,1,0.500,-0.609,0.000,0.000,0.800,0.300,-0.200
Stunfisk,Luxray,Earth Power,113.5,Giga Impact,65.8,-0.7,0.27,0.132,0.182,-0.304,0.775,0.290,0.000,0.131,0.05,0,0,1,0.250,0.342,0.000,0.000,0.800,0.600,0.200
Stunfisk,Roserade,Earth Power,51.9,Petal Dance,140.2,-0.7,-1.09,-0.654,-0.280,-0.363,-0.233,0.140,0.000,-0.348,0.05,0,0,0,0.000,-0.402,0.000,0.000,0.800,0.300,-0.200
Stunfisk,Rampardos,Earth Power,143,Focus Punch,83.2,-0.5,0.45,0.803,0.003,-0.171,0.542,0.290,0.000,0.291,0.05,0,1,1,0.500,0.168,0.000,0.000,0.800,0.600,0.200
Stunfisk,Bastiodon,Earth Power,168.9,Giga Impact,40.2,0,1.29,0.850,0.336,0.053,0.850,0.235,0.000,0.458,0.05,0,1,1,0.500,0.598,0.000,0.000,0.800,0.100,0.500
Stunfisk,Lopunny,Earth Power,53.6,Close Combat,39.7,-0.7,-0.07,-0.643,0.189,-0.477,0.000,0.305,0.000,-0.211,0.02,1,0,0,0.000,0.603,0.000,-0.500,0.800,0.400,0.300
Stunfisk,Spiritomb,Earth Power,55.2,Poltergeist,60.9,0,-0.06,-0.632,0.062,-0.054,0.000,-0.080,0.000,-0.193,0.05,0,0,0,0.000,0.391,0.000,0.000,0.800,-0.200,0.000
Stunfisk,Garchomp,Earth Power,45.9,Earthquake,140.2,-0.7,-1.15,-0.694,-0.414,-0.363,-0.383,0.185,0.000,-0.404,0.745,1,0,0,0.000,-0.402,0.000,0.000,0.800,0.600,-0.500
Stunfisk,Lucario,Earth Power,132.4,Close Combat,49.5,-0.7,0.62,0.658,0.205,-0.463,0.308,0.505,0.000,0.237,0.039,1,1,1,0.250,0.505,0.000,-0.500,0.800,0.600,0.500
Stunfisk,Hippowdon,Surf,68.9,Earthquake,127.2,0,-0.58,-0.166,-0.336,-0.082,-0.383,0.140,0.000,-0.175,0.05,0,0,1,0.250,-0.272,0.000,0.000,0.800,0.300,-0.200
Stunfisk,Toxicroak,Earth Power,129.1,Focus Punch,90.2,-0.7,0.18,0.636,-0.039,-0.385,0.308,0.200,0.000,0.155,0.05,0,1,1,0.250,0.098,0.000,0.000,0.800,0.200,0.200
Stunfisk,Abomasnow,Sludge Wave,71.5,Wood Hammer,133.7,-0.5,-0.77,-0.148,-0.375,-0.209,-0.617,0.190,0.000,-0.223,0.05,0,0,1,0.250,-0.337,0.000,0.000,0.800,0.600,-0.200
Stunfisk,Weavile,Earth Power,57.9,Knock Off,42.9,-0.7,-0.06,-0.614,0.170,-0.485,-0.233,0.305,0.000,-0.232,0.02,1,0,0,0.000,0.571,0.000,-0.500,0.800,0.400,0.300
Stunfisk,Rhyperior,Surf,162.1,Earthquake,147.8,0,0.14,0.850,-0.385,-0.049,-0.075,0.240,0.000,0.166,0.05,0,1,1,0.500,-0.478,0.000,0.000,0.800,0.600,0.000
Stunfisk,Leafeon,Sludge Wave,102.9,Solar Blade,156.5,-0.7,-0.75,0.061,-0.512,-0.363,-0.617,0.120,0.000,-0.232,0.05,0,0,1,0.250,-0.565,0.000,0.000,0.800,0.300,0.000
Stunfisk,Glaceon,Earth Power,54.3,Ice Beam,108.7,-0.5,-0.69,-0.638,-0.166,-0.249,-0.233,0.070,0.000,-0.299,0.05,0,0,0,0.000,-0.087,0.000,0.000,0.800,0.300,-0.200
Stunfisk,Gliscor,Surf,81.3,Earthquake,114.1,-0.7,-0.54,-0.083,-0.182,-0.408,-0.925,0.260,0.000,-0.218,0.05,0,0,1,0.250,-0.141,0.000,0.000,0.800,0.600,-0.200
Stunfisk,Mamoswine,Surf,77.8,Earthquake,140.2,-0.7,-0.83,-0.106,-0.414,-0.469,-0.383,0.330,0.000,-0.235,0.02,1,0,1,0.250,-0.402,0.000,-0.500,0.800,0.600,-0.200
Stunfisk,Gallade,Earth Power,46.2,Focus Punch,101.6,-0.7,-0.76,-0.692,-0.182,-0.421,0.000,-0.095,0.000,-0.347,0.02,1,0,0,0.000,-0.016,0.000,0.000,0.800,-0.100,-0.500
Stunfisk,Froslass,Earth Power,66.2,Blizzard,62,-0.7,-0.17,-0.259,0.115,-0.400,-0.233,0.300,0.000,-0.122,0.196,1,0,1,0.000,0.380,0.000,0.000,0.800,0.400,0.000
Stunfisk,Rotom,Surf,48,Shadow Ball,39.1,-0.7,-0.12,-0.605,0.402,-0.400,0.308,0.310,0.000,-0.099,0.05,0,0,0,0.250,0.609,0.000,0.000,0.800,0.600,0.000
Stunfisk,Rotom-Heat,Surf,73.6,Overheat,67.4,-0.7,-0.15,-0.059,0.232,-0.400,0.542,0.380,0.000,0.052,0.059,1,0,1,0.500,0.326,0.000,0.000,0.800,0.600,0.000
Stunfisk,Rotom-Wash,Thunderbolt,55.2,Hydro Pump,114.1,-0.7,-0.8,-0.557,-0.048,-0.400,0.150,0.330,0.000,-0.211,0.353,1,0,0,0.250,-0.141,0.000,0.000,0.800,0.600,-0.200
Stunfisk,Rotom-Frost,Sludge Wave,39.2,Blizzard,137,-0.7,-1.19,-0.664,-0.185,-0.400,0.075,0.255,0.000,-0.292,0.02,1,0,0,0.250,-0.370,0.000,0.000,0.800,0.600,-0.500
Stunfisk,Rotom-Fan,Thunderbolt,55.2,Hyper Voice,31.5,-0.7,0.03,-0.632,0.523,-0.400,0.308,0.385,0.000,-0.07,0.05,0,0,0,0.000,0.685,0.000,0.000,0.800,0.600,0.300
Stunfisk,Rotom-Mow,Sludge Wave,78.4,Hyper Voice,31.5,-0.7,0.26,-0.102,0.448,-0.400,-0.158,0.385,0.000,0.024,0.05,0,0,1,0.250,0.685,0.000,0.000,0.800,0.600,0.300
Stunfisk,Serperior,Sludge Wave,72,Frenzy Plant,78.3,-0.7,-0.27,-0.145,0.017,-0.363,-0.617,0.230,0.000,-0.15,0.05,0,0,1,0.250,0.217,0.000,0.000,0.800,0.400,0.000
Stunfisk,Emboar,Earth Power,110.3,Focus Punch,100,-0.5,-0.05,0.185,-0.173,-0.227,0.233,0.110,0.000,0.001,0.05,0,0,1,0.500,0.000,0.000,0.000,0.800,0.100,0.000
Stunfisk,Samurott,Thunderbolt,112.9,Hydro Cannon,159.8,-0.7,-0.68,0.128,-0.472,-0.289,0.000,0.080,0.000,-0.13,0.05,0,0,1,0.250,-0.598,0.000,0.000,0.800,0.200,0.000
Stunfisk,Samurott-Hisui,Thunderbolt,123.6,Hydro Cannon,97.8,-0.7,0.05,0.599,-0.100,-0.385,0.000,0.130,0.000,0.091,0.05,0,1,1,0.250,0.022,0.000,0.000,0.800,0.200,0.200
Stunfisk,Watchog,Earth Power,71.9,Giga Impact,78.8,-0.7,-0.28,-0.221,-0.046,-0.338,0.000,0.190,0.000,-0.126,0.05,0,0,1,0.000,0.212,0.000,0.000,0.800,0.300,0.000
Stunfisk,Liepard,Earth Power,88.5,Giga Impact,53.8,-0.7,0.14,-0.110,0.104,-0.378,0.000,-0.040,0.000,-0.086,0.05,0,0,1,0.000,0.462,0.000,0.000,0.800,-0.100,0.000
Stunfisk,Simisage,Sludge Wave,97.3,Solar Blade,144.6,-0.7,-0.68,0.024,-0.440,-0.363,-0.617,0.180,0.000,-0.219,0.05,0,0,1,0.250,-0.446,0.000,0.000,0.800,0.400,-0.200
Stunfisk,Simisear,Earth Power,140,Flare Blitz,69,-0.7,0.5,0.783,0.013,-0.363,0.233,0.090,0.000,0.198,0.05,0,1,1,0.500,0.310,0.000,0.000,0.800,0.100,0.200
Stunfisk,Simipour,Thunderbolt,140,Liquidation,98.9,-0.7,0.2,0.708,-0.166,-0.385,0.000,0.210,0.000,0.115,0.05,0,1,1,0.250,0.011,0.000,0.000,0.800,0.400,0.200
Stunfisk,Excadrill,Earth Power,110.3,Earthquake,143.5,-0.7,-0.54,0.185,-0.359,-0.363,-0.075,0.240,0.000,-0.09,0.137,1,0,1,0.500,-0.435,0.000,0.000,0.800,0.600,0.000
Stunfisk,Audino,Earth Power,46.1,Giga Impact,65.2,-0.5,-0.34,-0.693,0.036,-0.181,0.000,0.035,0.000,-0.232,0.05,0,0,0,0.000,0.348,0.000,0.000,0.800,0.100,-0.300
Stunfisk,Conkeldurr,Earth Power,56.7,Ice Punch,88.6,0,-0.32,-0.622,-0.104,-0.167,0.000,0.300,0.000,-0.216,0.02,1,0,0,0.000,0.114,0.000,-0.500,0.800,0.400,0.000
Stunfisk,Whimsicott,Sludge Wave,189.6,Solar Beam,102.2,-0.7,0.66,0.775,-0.127,-0.438,-0.617,0.080,0.000,0.06,0.353,1,1,1,0.250,-0.022,0.000,0.000,0.800,0.200,0.000
Stunfisk,Krookodile,Surf,75.3,Earthquake,130.4,-0.7,-0.76,-0.123,-0.355,-0.363,-0.383,0.110,0.000,-0.226,0.05,0,0,1,0.250,-0.304,0.000,0.000,0.800,0.400,-0.200
Stunfisk,Cofagrigus,Earth Power,52.6,Energy Ball,58.7,0,-0.06,-0.649,0.134,0.009,0.000,0.190,0.000,-0.14,0.05,0,0,0,0.000,0.413,0.000,0.000,0.800,0.300,0.000
Stunfisk,Garbodor,Earth Power,109.7,Explosion,93.5,-0.7,-0.05,0.106,-0.059,-0.307,0.542,0.360,0.000,0.046,0.05,0,0,1,0.250,0.065,0.000,0.000,0.800,0.600,0.200
Stunfisk,Zoroark,Earth Power,80,Hyper Beam,57.1,-0.7,0.02,-0.167,0.144,-0.363,0.000,0.080,0.000,-0.078,0.05,0,0,1,0.000,0.429,0.000,0.000,0.800,0.200,0.000
Stunfisk,Zoroark-Hisui,Earth Power,83.1,Hyper Voice,52.7,-0.7,0.09,-0.146,0.170,-0.385,0.000,0.230,0.000,-0.055,0.02,1,0,1,0.000,0.473,0.000,0.000,0.800,0.400,0.000
Stunfisk,Reuniclus,Earth Power,45.4,Future Sight,70.1,0,-0.25,-0.697,0.066,-0.007,0.000,-0.035,0.000,-0.197,0.05,0,0,0,0.000,0.299,0.000,0.000,0.800,0.100,-0.300
Stunfisk,Vanilluxe,Earth Power,52.1,Ice Beam,97.8,-0.7,-0.67,-0.653,-0.100,-0.361,-0.233,0.230,0.000,-0.293,0.05,0,0,0,0.000,0.022,0.000,0.000,0.800,0.400,0.000
Stunfisk,Emolga,Thunderbolt,83.1,Solar Beam,42.4,-0.7,0.2,-0.146,0.457,-0.415,0.308,0.225,0.000,0.041,0.05,0,0,1,0.000,0.576,0.000,0.000,0.800,0.200,0.300
Stunfisk,Chandelure,Earth Power,117,Heat Wave,62,-0.7,0.34,0.230,0.115,-0.392,0.233,0.350,0.000,0.078,0.02,1,0,1,0.500,0.380,0.000,0.000,0.800,0.400,0.200
Stunfisk,Beartic,Earth Power,51.2,Icicle Crash,118.5,-0.5,-0.82,-0.659,-0.284,-0.129,-0.233,-0.090,0.000,-0.327,0.05,0,0,0,0.000,-0.185,0.000,0.000,0.800,-0.100,-0.200
Stunfisk,Stunfisk-Galar,Earth Power,91.3,Earthquake,102.2,0,-0.11,0.059,-0.111,0.000,-0.075,0.020,0.000,-0.016,0.05,0,0,1,0.500,-0.022,0.000,0.000,0.800,0.000,-0.200
Stunfisk,Golurk,Surf,70.7,Headlong Rush,160.9,-0.5,-1.05,-0.154,-0.538,-0.169,-0.383,0.260,0.000,-0.227,0.039,1,0,1,0.250,-0.609,0.000,0.000,0.800,0.600,-0.200
Stunfisk,Hydreigon,Sludge Wave,33.5,Draco Meteor,75.5,-0.7,-0.63,-0.777,0.034,-0.423,-0.075,0.155,0.000,-0.301,0.039,1,0,0,0.000,0.245,0.000,0.000,0.800,0.400,-0.300
Stunfisk,Volcarona,Surf,58.8,Overheat,79.9,-0.7,-0.42,-0.533,0.007,-0.408,0.000,0.310,0.000,-0.209,0.039,1,0,0,0.250,0.201,0.000,0.000,0.800,0.600,0.000
Stunfisk,Chesnaught,Sludge Wave,78.5,Wood Hammer,146.7,-0.5,-0.83,-0.102,-0.453,-0.218,-0.617,0.250,0.000,-0.224,0.02,1,0,1,0.250,-0.467,0.000,0.000,0.800,0.400,-0.200
Stunfisk,Delphox,Earth Power,97.3,Heat Wave,52.2,-0.7,0.24,0.099,0.173,-0.408,0.233,0.180,0.000,0.033,0.137,1,0,1,0.500,0.478,0.000,0.000,0.800,0.100,0.000
Stunfisk,Greninja,Thunderbolt,130.6,Hydro Pump,114.1,-0.7,-0.04,0.646,-0.198,-0.385,0.000,0.230,0.000,0.09,0.02,1,1,1,0.250,-0.141,0.000,0.000,0.800,0.400,0.000
Stunfisk,Diggersby,Surf,75,Earthquake,82.6,-0.7,-0.29,-0.125,-0.068,-0.331,-0.383,0.310,0.000,-0.128,0.05,0,0,1,0.250,0.174,0.000,0.000,0.800,0.600,0.000
Stunfisk,Talonflame,Thunderbolt,126.8,Flare Blitz,62,-0.7,0.44,0.695,0.130,-0.408,0.158,0.350,0.000,0.211,0.137,1,1,1,0.500,0.380,0.000,0.000,0.800,0.400,0.200
Stunfisk,Vivillon,Thunderbolt,158.7,Solar Beam,76.1,-0.7,0.62,0.775,0.105,-0.408,0.158,0.170,0.000,0.21,0.02,1,1,1,0.250,0.239,0.000,0.000,0.800,0.300,0.200
Stunfisk,Floette,Sludge Wave,744,Moonblast,6.5,-0.2,7.32,0.775,0.448,0.293,0.000,0.455,0.000,0.449,0.373,1,1,1,0.250,0.935,0.000,0.000,0.800,0.300,0.500
Stunfisk,Floette-Eternal,Sludge Wave,56.4,Moonblast,56,-0.7,-0.21,-0.549,0.151,-0.363,0.000,0.450,0.000,-0.155,0.373,1,0,0,0.250,0.440,0.000,0.000,0.800,0.600,0.000
Stunfisk,Florges,Sludge Wave,47.1,Petal Dance,87,-0.7,-0.61,-0.611,-0.035,-0.307,0.000,0.235,0.000,-0.23,0.05,0,0,0,0.250,0.130,0.000,0.000,0.800,0.600,-0.300
Stunfisk,Pangoro,Earth Power,56.5,Close Combat,96.2,-0.5,-0.55,-0.623,-0.150,-0.171,0.000,0.230,0.000,-0.236,0.05,0,0,0,0.000,0.038,0.000,0.000,0.800,0.400,0.000
Stunfisk,Furfrou,Earth Power,52.7,Giga Impact,76.6,-0.7,-0.45,-0.649,-0.032,-0.378,0.000,0.360,0.000,-0.242,0.05,0,0,0,0.000,0.234,0.000,0.000,0.800,0.600,0.200
Stunfisk,Meowstic,Earth Power,58.4,Expanding Force,36.4,-0.7,0.01,-0.611,0.268,-0.522,0.000,0.335,0.000,-0.187,0.02,1,0,0,0.000,0.636,0.000,-0.500,0.800,0.300,0.300
Stunfisk,Meowstic-F,Earth Power,58.4,Energy Ball,54.3,-0.7,-0.17,-0.611,0.161,-0.423,0.000,0.120,0.000,-0.215,0.05,0,0,0,0.000,0.457,0.000,0.000,0.800,0.300,0.000
Stunfisk,Aegislash,Earth Power,81.5,Poltergeist,52.7,-0.5,0.14,-0.082,0.186,-0.287,0.308,0.380,0.000,0.034,0.118,1,0,1,0.250,0.473,0.000,-0.500,0.800,0.600,0.000
Stunfisk,Aegislash-Blade,Earth Power,182.2,Solar Blade,122.8,-0.5,0.44,0.775,-0.235,-0.187,0.308,0.240,0.000,0.191,0.05,0,1,1,0.250,-0.228,0.000,0.000,0.800,0.600,0.000
Stunfisk,Aromatisse,Sludge Wave,63.6,Energy Ball,60.9,0.3,0.12,-0.201,0.121,0.017,0.000,-0.010,0.000,-0.028,0.05,0,0,1,0.250,0.391,0.000,0.000,0.800,-0.200,0.000
Stunfisk,Slurpuff,Sludge Wave,81.5,Energy Ball,55.4,-0.7,0.05,-0.082,0.154,-0.283,0.000,0.120,0.000,-0.03,0.05,0,0,1,0.250,0.446,0.000,0.000,0.800,0.300,0.000
Stunfisk,Clawitzer,Thunderbolt,111,Surf,102.2,-0.5,-0.06,0.115,-0.127,-0.201,0.000,0.240,0.000,-0.013,0.05,0,0,1,0.250,-0.022,0.000,0.000,0.800,0.600,0.000
Stunfisk,Heliolisk,Earth Power,110.9,Solar Beam,85.9,-0.7,0.04,0.114,0.121,-0.400,0.308,0.360,0.000,0.051,0.05,0,0,1,0.250,0.141,0.000,0.000,0.800,0.600,0.200
Stunfisk,Tyrantrum,Earth Power,138.9,Outrage,79.9,-0.7,0.38,0.701,0.023,-0.275,0.233,0.290,0.000,0.213,0.05,0,1,1,0.250,0.201,0.000,0.000,0.800,0.600,0.200
Stunfisk,Aurorus,Earth Power,78.8,Ice Beam,91.3,-0.5,-0.28,-0.025,0.014,-0.208,0.075,0.160,0.000,-0.022,0.05,0,0,1,0.500,0.087,0.000,0.000,0.800,0.400,0.000
