attacker,defender,best_move,damage_pct,reverse_move,reverse_pct,speed_advantage,score
Lycanroc-Dusk,Mega Gengar,Outrage,94.8,Shadow Ball,100,0,-0.05
Lycanroc-Dusk,Mega Kangaskhan,Close Combat,119.4,Drain Punch,102.7,0,0.17
Lycanroc-Dusk,Mega Starmie,Giga Impact,94.8,Liquidation,193.3,0,-0.99
Lycanroc-Dusk,Mega Pinsir,Giga Impact,82.1,Close Combat,190.7,0,-1.09
Lycanroc-Dusk,Mega Gyarados,Close Combat,117.6,Aqua Tail,213.3,0,-0.96
Lycanroc-Dusk,Mega Aerodactyl,Close Combat,79.4,Rock Slide,104.7,0,-0.25
Lycanroc-Dusk,Mega Dragonite,Outrage,57.8,Draco Meteor,144,0,-0.86
Lycanroc-Dusk,Mega Meganium,Giga Impact,76.8,Frenzy Plant,328,0,-2.51
Lycanroc-Dusk,Mega Feraligatr,Outrage,111.9,Liquidation,208,0,-0.96
Lycanroc-Dusk,Mega Ampharos,Outrage,126.1,Thunderbolt,110,0.7,0.37
Lycanroc-Dusk,Mega Steelix,Close Combat,70.7,Steel Roller,264,0.7,-1.72
Lycanroc-Dusk,Mega Scizor,Close Combat,55.9,Bullet Punch,140,0,-0.84
Lycanroc-Dusk,Mega Heracross,Giga Impact,76.8,Focus Punch,405.3,0,-3.28
Lycanroc-Dusk,Mega Skarmory,Close Combat,71.4,Iron Head,177.3,0,-1.06
Lycanroc-Dusk,Mega Houndoom,Close Combat,156,Dark Pulse,86.7,0,0.69
Lycanroc-Dusk,Mega Tyranitar,Close Combat,174.9,Focus Punch,248,0,-0.73
Lycanroc-Dusk,Mega Gardevoir,Giga Impact,131.5,Energy Ball,146.7,0,-0.15
Lycanroc-Dusk,Mega Sableye,Outrage,71.2,Foul Play,92,1,0.09
Lycanroc-Dusk,Mega Aggron,Close Combat,109.7,Steel Roller,285.3,0.19999999999999996,-1.7
Lycanroc-Dusk,Mega Medicham,Giga Impact,113.3,Focus Punch,521.3,0,-4.08
Lycanroc-Dusk,Mega Manectric,Giga Impact,111,Thunderbolt,94.7,0,0.16
Lycanroc-Dusk,Mega Sharpedo,Close Combat,197.2,Liquidation,188,0,0.09
Lycanroc-Dusk,Mega Camerupt,Giga Impact,91.7,Earth Power,260,1,-1.38
Lycanroc-Dusk,Mega Altaria,Giga Impact,82,Outrage,112,0,-0.3
Lycanroc-Dusk,Mega Banette,Outrage,97.1,Poltergeist,136.7,0,-0.4
Lycanroc-Dusk,Mega Chimecho,Close Combat,66.7,Flash Cannon,168,0.19999999999999996,-0.95
Lycanroc-Dusk,Mega Absol,Close Combat,230,Close Combat,185.3,0,0.45
Lycanroc-Dusk,Mega Glalie,Close Combat,165.8,Steel Roller,172,0,-0.06
Lycanroc-Dusk,Mega Lopunny,Close Combat,161.4,Close Combat,257.3,0,-0.96
Lycanroc-Dusk,Mega Garchomp,Outrage,104.9,Earthquake,256,0,-1.51
Lycanroc-Dusk,Mega Lucario,Close Combat,164.8,Close Combat,362.7,0,-1.98
Lycanroc-Dusk,Mega Abomasnow,Close Combat,126.1,Wood Hammer,253.3,0.7,-1.06
Lycanroc-Dusk,Mega Gallade,Giga Impact,97.9,Focus Punch,372,0,-2.74
Lycanroc-Dusk,Mega Froslass,Outrage,98.6,Blizzard,118.7,0,-0.2
Lycanroc-Dusk,Mega Emboar,Giga Impact,91.4,Focus Punch,344,0,-2.53
Lycanroc-Dusk,Mega Excadrill,Close Combat,116.2,Earthquake,249.3,0,-1.33
Lycanroc-Dusk,Mega Audino,Giga Impact,61.8,Solar Beam,120,0.19999999999999996,-0.52
Lycanroc-Dusk,Mega Chandelure,Outrage,74.1,Shadow Ball,102,0,-0.28
Lycanroc-Dusk,Mega Golurk,Outrage,63.4,Headlong Rush,292,0.19999999999999996,-2.23
Lycanroc-Dusk,Mega Chesnaught,Giga Impact,51.5,Wood Hammer,260,0.7,-1.87
Lycanroc-Dusk,Mega Delphox,Giga Impact,116,Psychic,106.7,0,0.09
Lycanroc-Dusk,Mega Greninja,Close Combat,180.3,Hydro Pump,228,0,-0.48
Lycanroc-Dusk,Mega Floette,Giga Impact,100.7,Moonblast,147.3,0,-0.47
Lycanroc-Dusk,Mega Meowstic,Giga Impact,112.1,Expanding Force,88,0,0.24
Lycanroc-Dusk,Mega Hawlucha,Giga Impact,86.9,High Jump Kick,281.3,0,-1.94
Lycanroc-Dusk,Mega Crabominable,Close Combat,105.8,Drain Punch,216,0.7,-0.89
Lycanroc-Dusk,Mega Drampa,Close Combat,130.7,Draco Meteor,154.7,0.7,-0.03
Lycanroc-Dusk,Mega Scovillain,Giga Impact,109.3,Solar Beam,176,0,-0.67
Lycanroc-Dusk,Mega Glimmora,Close Combat,65.8,Earth Power,137.3,0,-0.72
Toxapex,Venusaur,Gunk Shot,63.9,Frenzy Plant,82.4,-0.7,-0.39
Toxapex,Charizard,Liquidation,98,Solar Beam,46.4,-0.7,0.31
Toxapex,Blastoise,Gunk Shot,55.2,Water Spout,36.8,-0.7,-0.03
Toxapex,Beedrill,Giga Impact,100,Giga Impact,48.8,-0.7,0.3
Toxapex,Pidgeot,Gunk Shot,68.4,Giga Impact,68,-0.7,-0.21
Toxapex,Arbok,Giga Impact,70.4,Earthquake,68.8,-0.7,-0.19
Toxapex,Pikachu,Gunk Shot,152.7,Volt Tackle,88,-0.7,0.44
Toxapex,Raichu,Gunk Shot,100,Volt Switch,48,-0.7,0.31
Toxapex,Raichu-Alola,Gunk Shot,107.4,Psychic,96,-0.7,-0.1
Toxapex,Clefable,Gunk Shot,128.2,Future Sight,84.8,-0.5,0.28
Toxapex,Ninetales,Liquidation,102.7,Hyper Beam,48,-0.7,0.34
Toxapex,Ninetales-Alola,Gunk Shot,145.9,Hyper Beam,48,-0.7,0.77
Toxapex,Arcanine,Liquidation,88.5,Flare Blitz,33.6,-0.7,0.34
Toxapex,Arcanine-Hisui,Liquidation,171.8,Rock Slide,44,-0.7,1.07
Toxapex,Alakazam,Gunk Shot,120,Future Sight,163.2,-0.7,-0.64
Toxapex,Machamp,Gunk Shot,61.8,Earthquake,84.8,-0.5,-0.38
Toxapex,Victreebel,Gunk Shot,77.4,Power Whip,64.8,-0.7,-0.08
Toxapex,Slowbro,Gunk Shot,46.5,Future Sight,131.2,0,-0.85
Toxapex,Slowbro-Galar,Giga Impact,43.5,Future Sight,86.4,0,-0.43
Toxapex,Gengar,Liquidation,66.7,Shadow Ball,52.8,-0.7,-0.07
Toxapex,Kangaskhan,Gunk Shot,56.7,Double-Edge,60.8,-0.7,-0.25
Toxapex,Starmie,Gunk Shot,71.9,Psycho Cut,40,-0.7,0.11
Toxapex,Pinsir,Gunk Shot,60.7,Earthquake,81.6,-0.7,-0.42
Toxapex,Tauros,Gunk Shot,58.7,Giga Impact,79.2,-0.7,-0.41
Toxapex,Tauros-Paldea-Combat,Gunk Shot,54.7,Giga Impact,56,-0.7,-0.22
Toxapex,Tauros-Paldea-Blaze,Liquidation,77.3,Giga Impact,56,-0.7,0
Toxapex,Tauros-Paldea-Aqua,Gunk Shot,54.7,Close Combat,33.6,-0.7,0
Toxapex,Gyarados,Gunk Shot,60.6,Giga Impact,60.8,-0.7,-0.21
Toxapex,Ditto,Gunk Shot,120.3,Struggle,0,-0.5,1.05
Toxapex,Vaporeon,Gunk Shot,62,Hyper Beam,58.4,-0.5,-0.11
Toxapex,Jolteon,Gunk Shot,90.7,Thunderbolt,105.6,-0.7,-0.36
Toxapex,Flareon,Liquidation,128.6,Dig,67.2,-0.5,0.46
Toxapex,Aerodactyl,Liquidation,109.7,Rock Slide,41.6,-0.7,0.47
Toxapex,Snorlax,Gunk Shot,51.1,High Horsepower,72,0,-0.21
Toxapex,Dragonite,Ice Spinner,48.2,Draco Meteor,46.4,-0.7,-0.19
Toxapex,Meganium,Gunk Shot,109.7,Frenzy Plant,72.8,-0.7,0.16
Toxapex,Typhlosion,Liquidation,98,Hyper Beam,58.4,-0.7,0.19
Toxapex,Typhlosion-Hisui,Liquidation,101.4,Shadow Ball,50.4,-0.7,0.3
Toxapex,Feraligatr,Gunk Shot,53.1,Double-Edge,56,-0.7,-0.24
Toxapex,Ariados,Giga Impact,64.8,Giga Impact,48.8,0,0.16
Toxapex,Ampharos,Gunk Shot,58.8,Thunderbolt,110.4,-0.5,-0.67
Toxapex,Azumarill,Gunk Shot,116.6,Play Rough,18.4,-0.5,0.83
Toxapex,Politoed,Gunk Shot,65.5,Earth Power,62.4,-0.7,-0.18
Toxapex,Espeon,Gunk Shot,90.7,Future Sight,158.4,-0.7,-0.89
Toxapex,Umbreon,Gunk Shot,46.5,Dig,44.8,-0.5,-0.13
Toxapex,Slowking,Gunk Shot,60,Future Sight,131.2,0,-0.71
Toxapex,Slowking-Galar,Giga Impact,50,Future Sight,140.8,0,-0.91
Toxapex,Forretress,Liquidation,30.7,Explosion,80.8,0,-0.5
Toxapex,Steelix,Liquidation,45.3,Earthquake,96,0,-0.51
Toxapex,Scizor,Liquidation,42.1,Bug Bite,28.8,-0.5,-0.02
Toxapex,Heracross,Gunk Shot,69.7,Giga Impact,60.8,-0.7,-0.12
Toxapex,Skarmory,Liquidation,32.9,Brave Bird,55.2,-0.7,-0.43
Toxapex,Houndoom,Liquidation,137.3,Hyper Beam,58.4,-0.7,0.58
Toxapex,Tyranitar,Liquidation,65.1,Giga Impact,64,-0.5,-0.14
Toxapex,Pelipper,Gunk Shot,63,Hyper Beam,52.8,-0.5,-0.05
Toxapex,Gardevoir,Gunk Shot,167.8,Future Sight,153.6,-0.7,-0.07
Toxapex,Sableye,Liquidation,60.8,Foul Play,38.4,-0.5,0.07
Toxapex,Aggron,Liquidation,51,Head Smash,84,-0.5,-0.48
Toxapex,Medicham,Gunk Shot,80,Zen Headbutt,124.8,-0.7,-0.66
Toxapex,Manectric,Gunk Shot,87.6,Thunderbolt,102.4,-0.7,-0.36
Toxapex,Sharpedo,Gunk Shot,115.9,Giga Impact,59.2,-0.7,0.36
Toxapex,Camerupt,Liquidation,223.4,Earth Power,102.4,0,1.21
Toxapex,Torkoal,Liquidation,63.4,Eruption,27.2,0.3,0.45
Toxapex,Altaria,Ice Spinner,112,Sky Attack,58.4,-0.7,0.33
Toxapex,Milotic,Gunk Shot,60.6,Scald,21.6,-0.7,0.18
Toxapex,Castform,Gunk Shot,77.2,Future Sight,44.8,-0.7,0.11
Toxapex,Banette,Liquidation,61.2,Poltergeist,63.2,-0.5,-0.17
Toxapex,Chimecho,Gunk Shot,68,Future Sight,126.4,-0.5,-0.73
Toxapex,Absol,Gunk Shot,90.7,Giga Impact,62.4,-0.7,0.07
Toxapex,Glalie,Gunk Shot,65.8,Explosion,75.2,-0.7,-0.3
Toxapex,Torterra,Ice Spinner,87.1,Headlong Rush,134.4,-0.5,-0.62
Toxapex,Infernape,Liquidation,104.6,Giga Impact,53.6,-0.7,0.3
Toxapex,Empoleon,Giga Impact,24.5,Hyper Beam,59.2,-0.5,-0.5
Toxapex,Luxray,Gunk Shot,66.5,Supercell Slam,120,-0.7,-0.74
Toxapex,Roserade,Gunk Shot,88.9,Petal Dance,76.8,-0.7,-0.09
Toxapex,Rampardos,Liquidation,104.7,Head Smash,111.2,-0.5,-0.22
Toxapex,Bastiodon,Liquidation,59.3,Giga Impact,36,0,0.23
Toxapex,Lopunny,Gunk Shot,69.3,Fake Out,19.2,-0.7,0.29
Toxapex,Spiritomb,Liquidation,45.6,Poltergeist,55.2,0,-0.1
Toxapex,Garchomp,Ice Spinner,87.4,Earthquake,126.4,-0.7,-0.6
Toxapex,Lucario,Liquidation,55.9,Close Combat,21.6,-0.7,0.13
Toxapex,Hippowdon,Liquidation,59,Earthquake,115.2,0,-0.56
Toxapex,Toxicroak,Giga Impact,62.7,Giga Impact,54.4,-0.7,-0.13
Toxapex,Abomasnow,Gunk Shot,130.9,Wood Hammer,60,-0.5,0.56
Toxapex,Weavile,Gunk Shot,82.8,Knock Off,39.2,-0.7,0.23
Toxapex,Rhyperior,Liquidation,103.2,Earthquake,131.2,0,-0.28
Toxapex,Leafeon,Gunk Shot,98.6,Solar Blade,69.6,-0.7,0.08
Toxapex,Glaceon,Gunk Shot,56.4,Hyper Beam,65.6,-0.5,-0.24
Toxapex,Gliscor,Ice Spinner,85.3,Earthquake,102.4,-0.7,-0.38
Toxapex,Mamoswine,Liquidation,78.9,Earthquake,126.4,-0.7,-0.68
Toxapex,Gallade,Gunk Shot,83.9,Future Sight,62.4,-0.7,0.01
Toxapex,Froslass,Liquidation,55.9,Shadow Ball,24.8,-0.7,0.1
Toxapex,Rotom,Liquidation,60,Thunderbolt,96,-0.7,-0.57
Toxapex,Rotom-Heat,Liquidation,92.8,Thunderbolt,102.4,-0.7,-0.31
Toxapex,Rotom-Wash,Gunk Shot,64.8,Thunderbolt,102.4,-0.7,-0.59
Toxapex,Rotom-Frost,Gunk Shot,64.8,Thunderbolt,102.4,-0.7,-0.59
Toxapex,Rotom-Fan,Gunk Shot,64.8,Thunderbolt,102.4,-0.7,-0.59
Toxapex,Rotom-Mow,Gunk Shot,129.6,Thunderbolt,102.4,-0.7,0.06
Toxapex,Serperior,Gunk Shot,117.3,Giga Impact,44,-0.7,0.52
Toxapex,Emboar,Liquidation,91.9,Giga Impact,60,-0.5,0.17
Toxapex,Samurott,Gunk Shot,57.1,Hyper Beam,57.6,-0.7,-0.21
Toxapex,Samurott-Hisui,Gunk Shot,61.8,Giga Impact,55.2,-0.7,-0.14
Toxapex,Watchog,Gunk Shot,84.4,Giga Impact,70.4,-0.7,-0.07
Toxapex,Liepard,Gunk Shot,104.3,Psychic Fangs,56,-0.7,0.27
Toxapex,Simisage,Gunk Shot,164,Solar Blade,64.8,-0.7,0.78
Toxapex,Simisear,Liquidation,116,Giga Impact,52,-0.7,0.43
Toxapex,Simipour,Gunk Shot,82,Giga Impact,52,-0.7,0.09
Toxapex,Excadrill,Liquidation,97.3,Earthquake,129.6,-0.7,-0.53
Toxapex,Audino,Gunk Shot,53.9,Giga Impact,58.4,-0.5,-0.19
Toxapex,Conkeldurr,Gunk Shot,48.9,Drain Punch,35.2,0,0.14
Toxapex,Whimsicott,Gunk Shot,287.4,Psychic,57.6,-0.7,2.09
Toxapex,Krookodile,Liquidation,85.9,Earthquake,116.8,-0.7,-0.52
Toxapex,Cofagrigus,Liquidation,33.8,Hyper Beam,52.8,0,-0.19
Toxapex,Garbodor,Giga Impact,53.5,Explosion,83.2,-0.7,-0.51
Toxapex,Zoroark,Gunk Shot,94.1,Psychic,75.2,-0.7,-0.02
Toxapex,Zoroark-Hisui,Liquidation,69.2,Hyper Voice,57.6,-0.7,-0.09
Toxapex,Reuniclus,Gunk Shot,58.4,Future Sight,153.6,0,-0.95
Toxapex,Vanilluxe,Gunk Shot,66.4,Explosion,53.6,-0.7,-0.08
Toxapex,Emolga,Gunk Shot,97.7,Wild Charge,81.6,-0.7,-0.05
Toxapex,Chandelure,Liquidation,97.8,Shadow Ball,57.6,-0.7,0.19
Toxapex,Beartic,Gunk Shot,60,Earthquake,84.8,-0.5,-0.4
Toxapex,Stunfisk,Liquidation,76.1,Earth Power,88,0,-0.12
Toxapex,Stunfisk-Galar,Liquidation,66.3,Earthquake,92.8,0,-0.26
Toxapex,Golurk,Liquidation,89,Headlong Rush,145.6,-0.5,-0.72
Toxapex,Hydreigon,Gunk Shot,55.7,Draco Meteor,82.4,-0.7,-0.48
Toxapex,Volcarona,Liquidation,106.3,Hyper Beam,67.2,-0.7,0.18
Toxapex,Chesnaught,Gunk Shot,88.3,Wood Hammer,65.6,-0.5,0.08
Toxapex,Delphox,Liquidation,105.3,Psychic,107.2,-0.7,-0.23
Toxapex,Greninja,Gunk Shot,79.6,Dark Pulse,45.6,-0.7,0.13
Toxapex,Diggersby,Liquidation,93.8,Earthquake,76.8,-0.7,-0.04
Toxapex,Talonflame,Liquidation,103.3,Brave Bird,65.6,-0.7,0.17
Toxapex,Vivillon,Gunk Shot,93.5,Hurricane,57.6,-0.7,0.15
Toxapex,Floette,Gunk Shot,1336,Moonblast,3.2,-0.2,13.27
Toxapex,Floette-Eternal,Gunk Shot,157,Moonblast,30.4,-0.7,1.06
Toxapex,Florges,Gunk Shot,150.3,Hyper Beam,59.2,-0.7,0.7
Toxapex,Pangoro,Gunk Shot,60.6,Giga Impact,60.8,-0.5,-0.15
Toxapex,Furfrou,Gunk Shot,42,Giga Impact,68,-0.7,-0.47
Toxapex,Meowstic,Gunk Shot,71.1,Expanding Force,78.4,-0.7,-0.28
Toxapex,Meowstic-F,Gunk Shot,71.1,Future Sight,116.8,-0.7,-0.67
Toxapex,Aegislash,Liquidation,34.1,Poltergeist,46.4,-0.5,-0.27
Toxapex,Aegislash-Blade,Liquidation,76.3,Poltergeist,72.8,-0.5,-0.11
Toxapex,Aromatisse,Gunk Shot,126.1,Hyper Beam,54.4,0.3,0.81
Toxapex,Slurpuff,Gunk Shot,122.3,Hyper Beam,49.6,-0.7,0.52
Toxapex,Clawitzer,Gunk Shot,64.4,Hyper Beam,62.4,-0.5,-0.13
Toxapex,Heliolisk,Gunk Shot,102.9,Thunderbolt,105.6,-0.7,-0.24
Toxapex,Tyrantrum,Ice Spinner,42,Head Smash,88.8,-0.7,-0.68
Toxapex,Aurorus,Liquidation,79.8,Meteor Beam,65.6,-0.5,-0.01
Toxapex,Sylveon,Gunk Shot,141.2,Hyper Beam,58.4,-0.5,0.68
Toxapex,Hawlucha,Gunk Shot,70.6,Brave Bird,60,-0.7,-0.1
Toxapex,Dedenne,Gunk Shot,185.9,Thunderbolt,88,-0.7,0.77
Toxapex,Goodra,Gunk Shot,67.9,Draco Meteor,76.8,-0.7,-0.3
Toxapex,Goodra-Hisui,Ice Spinner,24.5,Flash Cannon,24,-0.5,-0.14
Toxapex,Klefki,Liquidation,50,Last Resort,42.4,-0.7,-0.13
Toxapex,Trevenant,Gunk Shot,66.3,Earthquake,75.2,-0.5,-0.24
Toxapex,Gourgeist,Gunk Shot,51.4,Explosion,80.8,-0.7,-0.5
Toxapex,Gourgeist-Small,Gunk Shot,55.4,Explosion,77.6,-0.7,-0.43
Toxapex,Gourgeist-Large,Gunk Shot,48,Explosion,83.2,-0.7,-0.56
Toxapex,Gourgeist-Jumbo,Gunk Shot,45,Explosion,86.4,-0.5,-0.56
Toxapex,Avalugg,Gunk Shot,30,Giga Impact,57.6,0.3,-0.19
Toxapex,Avalugg-Hisui,Liquidation,43.5,Earthquake,83.2,0,-0.4
Toxapex,Noivern,Ice Spinner,115,Draco Meteor,69.6,-0.7,0.24
Toxapex,Decidueye,Gunk Shot,70.6,Solar Blade,68,-0.7,-0.18
Toxapex,Decidueye-Hisui,Gunk Shot,125.2,Giga Impact,56.8,-0.5,0.53
Toxapex,Incineroar,Liquidation,77.6,Throat Chop,46.4,-0.5,0.16
Toxapex,Primarina,Gunk Shot,139.4,Hyper Beam,64,-0.5,0.6
Toxapex,Toucannon,Gunk Shot,69.7,Giga Impact,88.8,-0.5,-0.34
Toxapex,Crabominable,Gunk Shot,61,Ice Hammer,31.2,0,0.3
Toxapex,Lycanroc,Liquidation,113.3,Giga Impact,57.6,-0.7,0.35
Toxapex,Lycanroc-Midnight,Liquidation,95,Stone Edge,57.6,-0.7,0.16
Toxapex,Lycanroc-Dusk,Liquidation,113.3,Giga Impact,74.4,-0.7,0.18
Toxapex,Mudsdale,Liquidation,69.7,Earthquake,121.6,0,-0.52
Toxapex,Araquanid,Gunk Shot,63.6,Liquidation,21.6,0,0.42
Toxapex,Salazzle,Liquidation,125.9,Hyper Beam,59.2,-0.7,0.46
Toxapex,Tsareena,Gunk Shot,118.4,Trop Kick,51.2,-0.7,0.46
Toxapex,Oranguru,Gunk Shot,61.8,Future Sight,124.8,-0.5,-0.78
Toxapex,Passimian,Gunk Shot,53.1,Earthquake,80,-0.7,-0.48
Toxapex,Mimikyu,Gunk Shot,78.5,Giga Impact,48.8,-0.7,0.09
Toxapex,Drampa,Gunk Shot,63.4,Draco Meteor,87.2,0,-0.24
Toxapex,Kommo-o,Gunk Shot,46.7,Clanging Scales,39.2,-0.7,-0.13
Toxapex,Corviknight,Liquidation,33.5,Brave Bird,57.6,-0.7,-0.45
Toxapex,Flapple,Gunk Shot,140.7,Outrage,67.2,-0.7,0.52
Toxapex,Appletun,Gunk Shot,110.3,Draco Meteor,72,0,0.38
Toxapex,Sandaconda,Liquidation,69.4,Earthquake,110.4,-0.7,-0.62
Toxapex,Polteageist,Liquidation,63,Psychic,81.6,-0.7,-0.4
Toxapex,Hatterene,Gunk Shot,133.3,Psychic,121.6,0.3,0.21
Toxapex,Mr. Rime,Gunk Shot,69.7,Future Sight,140.8,-0.7,-0.92
Toxapex,Runerigus,Liquidation,67.7,Earthquake,102.4,0,-0.35
Toxapex,Alcremie,Gunk Shot,154.3,Psychic,70.4,-0.5,0.69
Toxapex,Morpeko,Gunk Shot,97.7,Aura Wheel,112,-0.7,-0.35
Toxapex,Dragapult,Ice Spinner,58.9,Phantom Force,53.6,-0.7,-0.16
Toxapex,Wyrdeer,Gunk Shot,62.4,Future Sight,91.2,-0.5,-0.44
Toxapex,Kleavor,Liquidation,86.9,Stone Edge,64.8,-0.7,0.01
Toxapex,Basculegion,Gunk Shot,30.8,Wave Crash,45.6,-0.7,-0.36
Toxapex,Basculegion-F,Gunk Shot,30.8,Hyper Beam,55.2,-0.7,-0.45
Toxapex,Sneasler,Giga Impact,67.7,Close Combat,37.6,-0.7,0.09
Toxapex,Meowscarada,Gunk Shot,148.3,Flower Trick,39.2,-0.7,0.88
Toxapex,Skeledirge,Liquidation,68.2,Hyper Beam,58.4,-0.5,-0.05
Toxapex,Quaquaval,Gunk Shot,63.8,Last Resort,55.2,-0.7,-0.12
Toxapex,Maushold,Gunk Shot,75.2,Giga Impact,65.6,-0.7,-0.11
Toxapex,Garganacl,Liquidation,56,Explosion,86.4,0,-0.3
Toxapex,Armarouge,Liquidation,76.3,Psychic,115.2,-0.7,-0.6
Toxapex,Ceruledge,Liquidation,97.3,Bitter Blade,27.2,-0.7,0.49
Toxapex,Bellibolt,Gunk Shot,49.5,Thunderbolt,102.4,0,-0.53
Toxapex,Scovillain,Gunk Shot,171.4,Giga Impact,55.2,-0.7,0.95
Toxapex,Espathra,Gunk Shot,74.7,Psychic,100.8,-0.7,-0.47
Toxapex,Tinkaton,Liquidation,46.9,Gigaton Hammer,40.8,-0.7,-0.15
Toxapex,Palafin,Gunk Shot,63.4,Wave Crash,30.4,-0.7,0.12
Toxapex,Palafin-Hero,Gunk Shot,49.7,Giga Impact,72.8,-0.7,-0.44
Toxapex,Orthworm,Liquidation,31,Earthquake,64,-0.5,-0.48
Toxapex,Glimmora,Liquidation,83.5,Earth Power,80,-0.7,-0.18
Toxapex,Farigiraf,Gunk Shot,57.4,Psychic,105.6,-0.5,-0.63
Toxapex,Kingambit,Liquidation,29.7,Kowtow Cleave,65.6,-0.5,-0.51
Toxapex,Sinistcha,Gunk Shot,55.5,Leaf Storm,81.6,-0.7,-0.47
Toxapex,Archaludon,Ice Spinner,18.8,Electro Shot,110.4,-0.7,-1.13
Toxapex,Hydrapple,Gunk Shot,87.3,Draco Meteor,80,0,0.07
Toxapex,Mega Venusaur,Gunk Shot,46.5,Frenzy Plant,93.6,-0.7,-0.68
Toxapex,Mega Charizard X,Gunk Shot,51,Solar Beam,36,-0.7,-0.06
Toxapex,Mega Charizard Y,Liquidation,98,Solar Beam,60.8,-0.7,0.16
Toxapex,Mega Blastoise,Gunk Shot,47.4,Water Spout,50.4,-0.7,-0.24
Toxapex,Mega Beedrill,Giga Impact,100,Giga Impact,69.6,-0.7,0.09
Toxapex,Mega Pidgeot,Gunk Shot,64.6,Hyper Beam,100.8,-0.7,-0.57
Toxapex,Mega Clefable,Gunk Shot,105.9,Future Sight,108.8,-0.7,-0.24
Toxapex,Mega Alakazam,Gunk Shot,92.3,Future Sight,196.8,-0.7,-1.26
Toxapex,Mega Victreebel,Gunk Shot,62.6,Leaf Storm,87.2,-0.7,-0.46
Toxapex,Mega Slowbro,Gunk Shot,30.6,Future Sight,158.4,0,-1.28
Toxapex,Mega Gengar,Liquidation,54.1,Shadow Ball,64.8,-0.7,-0.32
Toxapex,Mega Kangaskhan,Gunk Shot,47.2,Double-Edge,72.8,-0.7,-0.47
Toxapex,Mega Starmie,Gunk Shot,60.7,Psycho Cut,96,-0.7,-0.56
Toxapex,Mega Pinsir,Gunk Shot,52.1,Earthquake,96,-0.7,-0.65
Toxapex,Mega Gyarados,Gunk Shot,46.5,Giga Impact,71.2,-0.7,-0.46
Toxapex,Mega Aerodactyl,Liquidation,89,Rock Slide,63.2,-0.7,0.05
Toxapex,Mega Dragonite,Ice Spinner,41,Draco Meteor,92,-0.7,-0.72
Toxapex,Mega Meganium,Gunk Shot,196.1,Frenzy Plant,105.6,-0.7,0.69
Toxapex,Mega Feraligatr,Gunk Shot,43.8,Double-Edge,104,-0.7,-0.81
Toxapex,Mega Ampharos,Gunk Shot,49.7,Thunderbolt,140.8,0,-0.91
Toxapex,Mega Steelix,Liquidation,40,Earthquake,121.6,0,-0.82
Toxapex,Mega Scizor,Liquidation,31.7,Bug Bite,32,-0.7,-0.21
Toxapex,Mega Heracross,Gunk Shot,49,Giga Impact,80.8,-0.7,-0.53
Toxapex,Mega Skarmory,Liquidation,40.7,Brave Bird,79.2,-0.7,-0.59
Toxapex,Mega Houndoom,Liquidation,88,Hyper Beam,68.8,-0.7,-0.02
Toxapex,Mega Tyranitar,Liquidation,49.1,Giga Impact,73.6,-0.7,-0.45
Toxapex,Mega Gardevoir,Gunk Shot,167.8,Future Sight,187.2,-0.7,-0.4
Toxapex,Mega Sableye,Liquidation,40.8,Foul Play,38.4,0.3,0.11
Toxapex,Mega Aggron,Liquidation,31,Head Smash,98.4,-0.5,-0.82
Toxapex,Mega Medicham,Gunk Shot,71.9,Zen Headbutt,168,-0.7,-1.17
Toxapex,Mega Manectric,Gunk Shot,70.3,Thunderbolt,121.6,-0.7,-0.72
Toxapex,Mega Sharpedo,Gunk Shot,77.2,Crunch,80,-0.7,-0.24
Toxapex,Mega Camerupt,Liquidation,168.3,Earth Power,168,0.3,0.09
Toxapex,Mega Altaria,Gunk Shot,105.3,Outrage,67.2,-0.7,0.17
Toxapex,Mega Banette,Liquidation,54.7,Poltergeist,81.6,-0.7,-0.48
Toxapex,Mega Chimecho,Liquidation,38,Future Sight,163.2,-0.5,-1.4
Toxapex,Mega Absol,Gunk Shot,90.7,Giga Impact,69.6,-0.7,0
Toxapex,Mega Glalie,Gunk Shot,65.8,Explosion,97.6,-0.7,-0.53
Toxapex,Mega Lopunny,Gunk Shot,64.3,Close Combat,38.4,-0.7,0.05
Toxapex,Mega Garchomp,Ice Spinner,74.3,Earthquake,153.6,-0.7,-1
Toxapex,Mega Lucario,Liquidation,46.2,Close Combat,54.4,-0.7,-0.29
Toxapex,Mega Abomasnow,Gunk Shot,99.4,Wood Hammer,76.8,0,0.23
Toxapex,Mega Gallade,Gunk Shot,61.5,Giga Impact,74.4,-0.7,-0.34
Toxapex,Mega Froslass,Liquidation,55.9,Shadow Ball,56,-0.7,-0.21
Toxapex,Mega Emboar,Liquidation,82.2,Giga Impact,68.8,-0.7,-0.08
Toxapex,Mega Excadrill,Liquidation,65.9,Earthquake,148.8,-0.7,-1.04
Toxapex,Mega Audino,Gunk Shot,78.7,Hyper Beam,72,-0.5,-0.08
Toxapex,Mega Chandelure,Liquidation,84.4,Shadow Ball,65.6,-0.7,-0.02
Toxapex,Mega Golurk,Liquidation,70.7,Headlong Rush,174.4,-0.5,-1.19
Toxapex,Mega Chesnaught,Gunk Shot,66.3,Wood Hammer,77.6,0,-0.11
