name,type1,type2,abilities,moves,hp,attack,defense,sp_atk,sp_def,speed,bst
Torterra,Grass,Ground,Overgrow|Shell Armor,Amnesia|Attract|Bite|Body Press|Body Slam|Bulldoze|Bullet Seed|Crunch|Curse|Double-Edge|Earth Power|Earthquake|Endure|Energy Ball|Facade|Frenzy Plant|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Hard Press|Headlong Rush|Heavy Slam|High Horsepower|Hyper Beam|Hyper Voice|Iron Defense|Iron Head|Leaf Storm|Leech Seed|Light Screen|Mud Shot|Mud-Slap|Outrage|Protect|Reflect|Rest|Roar|Rock Blast|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scary Face|Scorching Sands|Seed Bomb|Shell Smash|Sleep Talk|Smack Down|Snore|Solar Beam|Spit Up|Stealth Rock|Stockpile|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Swallow|Swords Dance|Synthesis|Thrash|Tickle|Trailblaze|Wide Guard|Wood Hammer|Worry Seed|Zen Headbutt,95,109,105,75,85,56,525
Infernape,Fire,Fighting,Blaze|Iron Fist,Acrobatics|Aerial Ace|Agility|Attract|Aura Sphere|Blast Burn|Blaze Kick|Body Slam|Brick Break|Bulk Up|Bulldoze|Burning Jealousy|Calm Mind|Close Combat|Coaching|Counter|Dig|Double-Edge|Drain Punch|Earthquake|Encore|Endeavor|Endure|Facade|Fake Out|Fake Tears|Feint|Fire Blast|Fire Punch|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Grass Knot|Gunk Shot|Heat Wave|Helping Hand|Hyper Beam|Iron Tail|Knock Off|Lash Out|Low Kick|Low Sweep|Mach Punch|Mud-Slap|Nasty Plot|Overheat|Poison Jab|Protect|Psych Up|Raging Fury|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Scary Face|Scorching Sands|Shadow Claw|Slack Off|Sleep Talk|Smack Down|Snore|Solar Beam|Stealth Rock|Stone Edge|Substitute|Sunny Day|Switcheroo|Swords Dance|Taunt|Temper Flare|Thief|Throat Chop|Thunder Punch|Torment|U-turn|Upper Hand|Uproar|Vacuum Wave|Will-O-Wisp|Zen Headbutt,76,104,71,104,71,108,534
Empoleon,Water,Steel,Torrent|Competitive,Aerial Ace|Agility|Air Cutter|Air Slash|Aqua Jet|Aqua Ring|Attract|Avalanche|Blizzard|Body Slam|Brick Break|Bulldoze|Charm|Chilling Water|Dig|Dive|Double-Edge|Drill Peck|Dual Wingbeat|Earthquake|Endure|Facade|Feather Dance|Flash Cannon|Fling|Flip Turn|Giga Impact|Grass Knot|Haze|Helping Hand|Hydro Cannon|Hydro Pump|Hyper Beam|Ice Beam|Ice Spinner|Icy Wind|Iron Defense|Knock Off|Lash Out|Liquidation|Metal Sound|Mud-Slap|Power Trip|Protect|Psych Up|Rain Dance|Rest|Roar|Rock Slide|Rock Tomb|Roost|Round|Scary Face|Shadow Claw|Sleep Talk|Snore|Snowscape|Stealth Rock|Steel Beam|Steel Wing|Substitute|Surf|Swagger|Swords Dance|Throat Chop|Triple Axel|Uproar|Vacuum Wave|Water Pulse|Waterfall|Wave Crash|Weather Ball|Whirlpool|Yawn,84,86,88,111,101,60,530
Luxray,Electric,,Rivalry|Intimidate|Guts,Agility|Baby-Doll Eyes|Bite|Body Slam|Charge|Charge Beam|Confuse Ray|Crunch|Discharge|Double-Edge|Eerie Impulse|Electric Terrain|Electro Ball|Electroweb|Endure|Facade|Fake Tears|Fire Fang|Giga Impact|Helping Hand|Howl|Hyper Beam|Ice Fang|Iron Tail|Light Screen|Night Slash|Play Rough|Protect|Psychic Fangs|Quick Attack|Rain Dance|Rest|Rising Voltage|Roar|Round|Scary Face|Sleep Talk|Snarl|Snore|Substitute|Sunny Day|Supercell Slam|Superpower|Swagger|Thief|Throat Chop|Thunder|Thunder Fang|Thunder Wave|Thunderbolt|Trailblaze|Volt Switch|Wild Charge,80,120,79,95,79,70,523
Roserade,Grass,Poison,Natural Cure|Poison Point|Technician,Attract|Body Slam|Bullet Seed|Charm|Cotton Spore|Dazzling Gleam|Endure|Energy Ball|Extrasensory|Facade|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Hyper Beam|Ingrain|Leaf Storm|Leech Seed|Life Dew|Petal Blizzard|Petal Dance|Pin Missile|Poison Jab|Power Whip|Protect|Rain Dance|Rest|Round|Seed Bomb|Shadow Ball|Sleep Powder|Sleep Talk|Sludge Bomb|Snore|Solar Beam|Spikes|Stun Spore|Substitute|Sunny Day|Sweet Scent|Swords Dance|Synthesis|Toxic|Toxic Spikes|Trailblaze|Uproar|Venoshock|Weather Ball|Worry Seed,60,70,65,125,105,90,515
Rampardos,Rock,,Mold Breaker|Sheer Force,Ancient Power|Assurance|Attract|Avalanche|Blizzard|Body Press|Body Slam|Breaking Swipe|Brick Break|Bulldoze|Crunch|Curse|Dig|Double-Edge|Dragon Cheer|Dragon Claw|Dragon Pulse|Dragon Tail|Earth Power|Earthquake|Endeavor|Endure|Facade|Fire Blast|Fire Punch|Flamethrower|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Hammer Arm|Head Smash|Heavy Slam|Hyper Beam|Ice Beam|Iron Head|Iron Tail|Meteor Beam|Mud-Slap|Outrage|Payback|Protect|Rain Dance|Rest|Roar|Rock Blast|Rock Slide|Rock Tomb|Round|Sandstorm|Scary Face|Screech|Sleep Talk|Smack Down|Snore|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Supercell Slam|Superpower|Surf|Swords Dance|Thief|Thrash|Thunder|Thunder Punch|Thunderbolt|Trailblaze|Uproar|Whirlwind|Zen Headbutt,97,165,60,65,50,58,495
Bastiodon,Rock,Steel,Sturdy|Soundproof,Ancient Power|Attract|Avalanche|Blizzard|Block|Body Press|Body Slam|Bulldoze|Counter|Curse|Dig|Double-Edge|Earth Power|Earthquake|Endure|Facade|Fire Blast|Fissure|Flamethrower|Flash Cannon|Focus Energy|Foul Play|Giga Impact|Guard Split|Hard Press|Heavy Slam|Hyper Beam|Ice Beam|Iron Defense|Iron Head|Iron Tail|Metal Burst|Metal Sound|Meteor Beam|Mud-Slap|Outrage|Power Gem|Protect|Rain Dance|Reflect|Rest|Reversal|Roar|Rock Blast|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scary Face|Scorching Sands|Screech|Sleep Talk|Smack Down|Snore|Stealth Rock|Steel Beam|Steel Roller|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Swagger|Taunt|Thunder|Thunderbolt|Trailblaze|Wide Guard,60,52,168,47,138,30,495
Lopunny,Normal,,Cute Charm|Klutz|Limber,Acrobatics|After You|Agility|Assurance|Attract|Aura Sphere|Baby-Doll Eyes|Baton Pass|Blizzard|Bounce|Brutal Swing|Charm|Circle Throw|Close Combat|Copycat|Cosmic Power|Cotton Guard|Dig|Double Hit|Drain Punch|Draining Kiss|Dynamic Punch|Encore|Endure|Entrainment|Facade|Fake Out|Fake Tears|Fire Punch|Flail|Flatter|Fling|Focus Blast|Focus Punch|Giga Impact|Grass Knot|Healing Wish|Helping Hand|High Jump Kick|Hyper Beam|Hyper Voice|Ice Beam|Ice Punch|Iron Tail|Low Kick|Low Sweep|Mach Punch|Mega Kick|Mirror Coat|Payback|Play Rough|Pounce|Protect|Quick Attack|Rain Dance|Rest|Reversal|Round|Shadow Ball|Sleep Talk|Snore|Solar Beam|Substitute|Sunny Day|Sweet Kiss|Switcheroo|Swords Dance|Teeter Dance|Thunder|Thunder Punch|Thunder Wave|Thunderbolt|Trailblaze|Triple Axel|U-turn|Uproar,65,76,84,54,96,105,480
Spiritomb,Ghost,Dark,Pressure|Infiltrator,Ally Switch|Body Slam|Burning Jealousy|Calm Mind|Confuse Ray|Curse|Dark Pulse|Destiny Bond|Disable|Endure|Facade|Foul Play|Giga Impact|Helping Hand|Hex|Hyper Beam|Hypnosis|Icy Wind|Imprison|Lash Out|Memento|Nasty Plot|Night Shade|Pain Split|Payback|Phantom Force|Poltergeist|Protect|Psychic|Psyshock|Rain Dance|Rest|Rock Tomb|Round|Scary Face|Shadow Ball|Shadow Sneak|Skill Swap|Sleep Talk|Snarl|Snore|Spite|Stored Power|Substitute|Sucker Punch|Sunny Day|Taunt|Thief|Toxic|Trick|Trick Room|Uproar|Will-O-Wisp|Wonder Room,50,92,108,92,108,35,485
Garchomp,Dragon,Ground,Sand Veil|Rough Skin,Aerial Ace|Bite|Body Slam|Breaking Swipe|Brick Break|Brutal Swing|Bulldoze|Crunch|Dig|Double-Edge|Draco Meteor|Dragon Cheer|Dragon Claw|Dragon Pulse|Dragon Rush|Dragon Tail|Earth Power|Earthquake|Endure|Facade|Fire Blast|Fire Fang|Flamethrower|Fling|Giga Impact|Helping Hand|Hyper Beam|Iron Head|Iron Tail|Liquidation|Mud Shot|Outrage|Poison Jab|Power Gem|Protect|Rain Dance|Rest|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scale Shot|Scary Face|Scorching Sands|Shadow Claw|Sleep Talk|Snore|Spikes|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Surf|Swords Dance|Thrash|Thunder Fang,108,130,95,80,85,102,600
Lucario,Fighting,Steel,Steadfast|Inner Focus|Justified,Aerial Ace|Agility|Aura Sphere|Bite|Blaze Kick|Body Slam|Bone Rush|Brick Break|Bulk Up|Bulldoze|Bullet Punch|Calm Mind|Circle Throw|Close Combat|Coaching|Copycat|Counter|Cross Chop|Crunch|Dark Pulse|Detect|Dig|Dragon Pulse|Drain Punch|Earthquake|Endure|Extreme Speed|Facade|Feint|Final Gambit|Flash Cannon|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Heal Pulse|Helping Hand|High Jump Kick|Howl|Hyper Beam|Ice Punch|Iron Defense|Iron Tail|Life Dew|Low Kick|Low Sweep|Mega Kick|Metal Sound|Meteor Mash|Nasty Plot|Payback|Poison Jab|Protect|Psych Up|Psychic|Quick Attack|Quick Guard|Rain Dance|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Scary Face|Screech|Shadow Ball|Shadow Claw|Sleep Talk|Snore|Steel Beam|Stone Edge|Substitute|Sunny Day|Swords Dance|Terrain Pulse|Thunder Punch|Trailblaze|Upper Hand|Vacuum Wave|Water Pulse|Zen Headbutt,70,110,70,115,70,90,525
Hippowdon,Ground,,Sand Stream|Sand Force,Amnesia|Bite|Body Press|Body Slam|Bulldoze|Crunch|Curse|Dig|Double-Edge|Earth Power|Earthquake|Endure|Facade|Fire Fang|Fissure|Giga Impact|Hard Press|Heavy Slam|Helping Hand|High Horsepower|Hyper Beam|Hyper Voice|Ice Fang|Iron Head|Mud Shot|Mud-Slap|Muddy Water|Protect|Rest|Roar|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scorching Sands|Slack Off|Sleep Talk|Snore|Spit Up|Stealth Rock|Stockpile|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Superpower|Swallow|Thunder Fang|Whirlwind|Yawn,108,112,118,68,72,47,525
Toxicroak,Poison,Fighting,Anticipation|Dry Skin|Poison Touch,Acid Spray|Aerial Ace|Assurance|Baton Pass|Belch|Bounce|Brick Break|Bulk Up|Bulldoze|Bullet Punch|Chilling Water|Close Combat|Coaching|Corrosive Gas|Counter|Cross Chop|Cross Poison|Dark Pulse|Dig|Drain Punch|Dynamic Punch|Earthquake|Encore|Endure|Facade|Fake Out|Feint|Flatter|Fling|Focus Blast|Focus Punch|Foul Play|Giga Impact|Gunk Shot|Helping Hand|Hyper Beam|Ice Punch|Icy Wind|Knock Off|Lash Out|Low Kick|Low Sweep|Mega Kick|Mud Shot|Mud-Slap|Nasty Plot|Payback|Poison Jab|Protect|Quick Guard|Rain Dance|Rest|Reversal|Rock Slide|Rock Tomb|Round|Scary Face|Screech|Shadow Ball|Shadow Claw|Sleep Talk|Sludge Bomb|Sludge Wave|Snore|Spite|Stone Edge|Substitute|Sucker Punch|Sunny Day|Super Fang|Swagger|Swords Dance|Taunt|Thief|Throat Chop|Thunder Punch|Toxic|Upper Hand|Vacuum Wave|Venoshock|X-Scissor,83,106,65,86,65,85,490
Abomasnow,Grass,Ice,Snow Warning|Soundproof,Aurora Veil|Avalanche|Blizzard|Body Press|Body Slam|Brick Break|Bulldoze|Bullet Seed|Chilling Water|Curse|Double-Edge|Earth Power|Earthquake|Endure|Energy Ball|Facade|Fling|Focus Blast|Focus Punch|Frost Breath|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Growth|Hard Press|Helping Hand|Hyper Beam|Ice Beam|Ice Hammer|Ice Punch|Ice Shard|Ice Spinner|Icicle Spear|Icy Wind|Ingrain|Iron Tail|Leaf Storm|Leech Seed|Low Kick|Mega Kick|Mud-Slap|Outrage|Protect|Rain Dance|Rest|Rock Slide|Rock Tomb|Round|Scary Face|Seed Bomb|Shadow Ball|Sheer Cold|Sleep Talk|Snore|Snowscape|Solar Beam|Stomping Tantrum|Substitute|Swagger|Swords Dance|Trailblaze|Water Pulse|Weather Ball|Wood Hammer,90,92,75,92,85,60,494
Weavile,Dark,Ice,Pressure|Pickpocket,Aerial Ace|Agility|Assurance|Avalanche|Baton Pass|Beat Up|Bite|Blizzard|Brick Break|Calm Mind|Chilling Water|Counter|Dark Pulse|Dig|Double Hit|Endure|Facade|Fake Out|Fake Tears|Feint|Fling|Focus Blast|Focus Punch|Foul Play|Giga Impact|Helping Hand|Hyper Beam|Ice Beam|Ice Punch|Ice Shard|Ice Spinner|Icicle Crash|Icicle Spear|Icy Wind|Knock Off|Lash Out|Low Kick|Low Sweep|Mega Kick|Nasty Plot|Night Slash|Payback|Poison Jab|Protect|Psycho Cut|Quick Attack|Rain Dance|Reflect|Rest|Reversal|Round|Scary Face|Screech|Shadow Ball|Shadow Claw|Sleep Talk|Snarl|Snore|Snowscape|Spite|Substitute|Sunny Day|Surf|Swords Dance|Taunt|Thief|Throat Chop|Trailblaze|Triple Axel|Upper Hand|Water Pulse|X-Scissor,70,120,65,45,85,125,510
Rhyperior,Ground,Rock,Lightning Rod|Solid Rock|Reckless,Avalanche|Blizzard|Body Press|Body Slam|Breaking Swipe|Brick Break|Brutal Swing|Bulldoze|Counter|Crunch|Curse|Dig|Double-Edge|Dragon Pulse|Dragon Rush|Dragon Tail|Drill Run|Earth Power|Earthquake|Endeavor|Endure|Facade|Fire Blast|Fire Fang|Fire Punch|Flamethrower|Flash Cannon|Fling|Focus Blast|Focus Punch|Giga Impact|Guard Split|Hammer Arm|Heat Crash|Heavy Slam|Helping Hand|High Horsepower|Horn Drill|Hydro Pump|Hyper Beam|Ice Beam|Ice Fang|Ice Punch|Icy Wind|Iron Defense|Iron Head|Iron Tail|Mega Kick|Megahorn|Metal Burst|Meteor Beam|Mud Shot|Mud-Slap|Outrage|Payback|Poison Jab|Protect|Rain Dance|Rest|Reversal|Roar|Rock Blast|Rock Polish|Rock Slide|Rock Tomb|Rock Wrecker|Round|Sandstorm|Scary Face|Scorching Sands|Shadow Claw|Sleep Talk|Smack Down|Smart Strike|Snore|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Sunny Day|Supercell Slam|Superpower|Surf|Swords Dance|Temper Flare|Thief|Thunder|Thunder Fang|Thunder Punch|Thunderbolt|Uproar,115,140,130,55,55,40,535
Leafeon,Grass,,Leaf Guard|Chlorophyll,Aerial Ace|Alluring Voice|Baby-Doll Eyes|Baton Pass|Bite|Body Slam|Bullet Seed|Calm Mind|Charm|Copycat|Covet|Curse|Detect|Dig|Double-Edge|Endure|Energy Ball|Facade|Fake Tears|Flail|Focus Energy|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Helping Hand|Hyper Beam|Hyper Voice|Knock Off|Last Resort|Leaf Blade|Leaf Storm|Leech Seed|Mud Shot|Mud-Slap|Protect|Quick Attack|Rain Dance|Rest|Roar|Round|Seed Bomb|Shadow Ball|Sleep Talk|Snore|Solar Beam|Solar Blade|Stored Power|Substitute|Sunny Day|Swords Dance|Synthesis|Tickle|Trailblaze|Weather Ball|Wish|X-Scissor|Yawn,65,110,130,60,65,95,525
Glaceon,Ice,,Snow Cloak|Ice Body,Alluring Voice|Avalanche|Baby-Doll Eyes|Baton Pass|Bite|Blizzard|Body Slam|Calm Mind|Charm|Chilling Water|Copycat|Covet|Curse|Detect|Dig|Double-Edge|Endure|Facade|Fake Tears|Flail|Focus Energy|Freeze-Dry|Frost Breath|Giga Impact|Gravity|Haze|Helping Hand|Hyper Beam|Hyper Voice|Ice Beam|Ice Fang|Ice Shard|Icicle Spear|Icy Wind|Last Resort|Mirror Coat|Mud Shot|Mud-Slap|Protect|Quick Attack|Rain Dance|Rest|Roar|Round|Shadow Ball|Sleep Talk|Snore|Snowscape|Stored Power|Substitute|Sunny Day|Tickle|Trailblaze|Triple Axel|Water Pulse|Weather Ball|Wish|Yawn,65,60,110,130,95,65,525
Gliscor,Ground,Flying,Hyper Cutter|Sand Veil|Poison Heal,Acrobatics|Aerial Ace|Agility|Assurance|Attract|Baton Pass|Breaking Swipe|Brick Break|Brutal Swing|Bulldoze|Counter|Crabhammer|Cross Poison|Crunch|Dark Pulse|Dig|Double-Edge|Dual Wingbeat|Earth Power|Earthquake|Endure|Facade|Feint|Fire Fang|Fling|Giga Impact|Gunk Shot|High Horsepower|Hyper Beam|Ice Fang|Iron Tail|Knock Off|Lunge|Mud Shot|Mud-Slap|Night Slash|Payback|Pin Missile|Poison Jab|Power Whip|Protect|Psychic Fangs|Quick Attack|Rain Dance|Rest|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scale Shot|Scary Face|Screech|Skitter Smack|Sleep Talk|Sludge Bomb|Snore|Spikes|Stealth Rock|Steel Wing|Stone Edge|Struggle Bug|Substitute|Sunny Day|Swords Dance|Tailwind|Thief|Throat Chop|Thunder Fang|Toxic|Toxic Spikes|U-turn|Venoshock|X-Scissor,75,95,125,45,75,95,510
Mamoswine,Ice,Ground,Oblivious|Snow Cloak|Thick Fat,Amnesia|Ancient Power|Attract|Avalanche|Bite|Blizzard|Body Press|Body Slam|Bulldoze|Charm|Curse|Dig|Double Hit|Double-Edge|Earth Power|Earthquake|Endeavor|Endure|Facade|Fissure|Flail|Freeze-Dry|Giga Impact|Hard Press|Haze|Heavy Slam|High Horsepower|Hyper Beam|Ice Beam|Ice Fang|Ice Shard|Icicle Crash|Icicle Spear|Icy Wind|Iron Head|Knock Off|Mud Shot|Mud-Slap|Protect|Rain Dance|Reflect|Rest|Reversal|Roar|Rock Blast|Rock Slide|Rock Tomb|Round|Sand Tomb|Sandstorm|Scary Face|Sleep Talk|Smack Down|Snore|Snowscape|Stealth Rock|Stomping Tantrum|Stone Edge|Substitute|Superpower|Thrash|Throat Chop|Trailblaze,110,130,80,70,60,80,530
Gallade,Psychic,Fighting,Steadfast|Sharpness|Justified,Aerial Ace|Agility|Air Slash|Alluring Voice|Aqua Cutter|Aura Sphere|Body Slam|Brick Break|Bulk Up|Bulldoze|Calm Mind|Charge Beam|Charm|Close Combat|Coaching|Confuse Ray|Dazzling Gleam|Destiny Bond|Disable|Double Team|Drain Punch|Draining Kiss|Earthquake|Encore|Endure|Energy Ball|Expanding Force|Facade|Feint|Fire Punch|Fling|Focus Blast|Focus Punch|Future Sight|Giga Impact|Grass Knot|Heal Pulse|Helping Hand|Hex|Hyper Beam|Hyper Voice|Hypnosis|Ice Punch|Icy Wind|Imprison|Knock Off|Leaf Blade|Life Dew|Light Screen|Low Kick|Low Sweep|Magic Room|Mean Look|Mega Kick|Memento|Misty Terrain|Mystical Fire|Night Shade|Night Slash|Pain Split|Poison Jab|Protect|Psych Up|Psychic|Psychic Terrain|Psycho Cut|Psyshock|Quick Guard|Rain Dance|Reflect|Rest|Reversal|Rock Slide|Rock Tomb|Round|Sacred Sword|Safeguard|Shadow Ball|Shadow Claw|Shadow Sneak|Skill Swap|Sleep Talk|Snore|Solar Blade|Stone Edge|Stored Power|Substitute|Sunny Day|Swords Dance|Taunt|Thief|Throat Chop|Thunder Punch|Thunder Wave|Thunderbolt|Trick|Trick Room|Triple Axel|Upper Hand|Vacuum Wave|Wide Guard|Will-O-Wisp|Wonder Room|X-Scissor|Zen Headbutt,68,125,65,65,115,80,518
Froslass,Ice,Ghost,Snow Cloak|Cursed Body,Aurora Veil|Avalanche|Bite|Blizzard|Block|Body Slam|Charm|Chilling Water|Confuse Ray|Crunch|Curse|Destiny Bond|Disable|Double Team|Draining Kiss|Endure|Facade|Fake Tears|Fling|Frost Breath|Giga Impact|Haze|Helping Hand|Hex|Hyper Beam|Ice Beam|Ice Fang|Ice Punch|Ice Shard|Ice Spinner|Icicle Crash|Icicle Spear|Icy Wind|Imprison|Light Screen|Nasty Plot|Night Shade|Pain Split|Payback|Phantom Force|Poltergeist|Protect|Psych Up|Psychic|Rain Dance|Reflect|Rest|Round|Safeguard|Scary Face|Shadow Ball|Sleep Talk|Snore|Snowscape|Spikes|Spite|Substitute|Switcheroo|Taunt|Thunder|Thunder Wave|Thunderbolt|Trailblaze|Trick|Triple Axel|Water Pulse|Weather Ball|Will-O-Wisp,70,80,70,80,70,110,480
Rotom,Electric,Ghost,Levitate,Charge|Charge Beam|Confuse Ray|Dark Pulse|Discharge|Double Team|Eerie Impulse|Electric Terrain|Electro Ball|Electroweb|Endure|Facade|Foul Play|Helping Hand|Hex|Hyper Voice|Light Screen|Nasty Plot|Night Shade|Pain Split|Poltergeist|Protect|Rain Dance|Reflect|Rest|Rising Voltage|Round|Shadow Ball|Sleep Talk|Snore|Spite|Stored Power|Substitute|Sunny Day|Thief|Thunder|Thunder Wave|Thunderbolt|Trick|Uproar|Volt Switch|Will-O-Wisp,50,50,77,95,77,91,440
Serperior,Grass,,Overgrow|Contrary,Aerial Ace|Attract|Body Slam|Breaking Swipe|Brutal Swing|Bullet Seed|Calm Mind|Coil|Double-Edge|Dragon Pulse|Dragon Tail|Endure|Energy Ball|Facade|Frenzy Plant|Gastro Acid|Giga Drain|Giga Impact|Glare|Grass Knot|Grassy Glide|Grassy Terrain|Growth|Helping Hand|Hyper Beam|Iron Tail|Knock Off|Leaf Blade|Leaf Storm|Leech Seed|Light Screen|Mean Look|Mirror Coat|Outrage|Petal Blizzard|Protect|Reflect|Rest|Round|Scale Shot|Scary Face|Seed Bomb|Sleep Talk|Snore|Solar Beam|Substitute|Sunny Day|Sweet Scent|Swords Dance|Synthesis|Taunt|Trailblaze|Wrap,75,75,95,75,95,113,528
Emboar,Fire,Fighting,Blaze|Reckless,Assurance|Blast Burn|Body Press|Body Slam|Brick Break|Bulk Up|Bulldoze|Burn Up|Close Combat|Coaching|Curse|Dig|Double-Edge|Drain Punch|Earthquake|Endeavor|Endure|Facade|Fire Blast|Fire Punch|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fling|Focus Blast|Focus Energy|Focus Punch|Giga Impact|Grass Knot|Gyro Ball|Hammer Arm|Hard Press|Head Smash|Heat Crash|Heat Wave|Heavy Slam|Helping Hand|High Horsepower|Hyper Beam|Iron Head|Iron Tail|Knock Off|Low Kick|Low Sweep|Mud-Slap|Overheat|Poison Jab|Protect|Rest|Reversal|Roar|Rock Slide|Rock Tomb|Round|Scald|Scary Face|Scorching Sands|Sleep Talk|Smack Down|Snore|Solar Beam|Solar Blade|Stomping Tantrum|Stone Edge|Storm Throw|Substitute|Sucker Punch|Sunny Day|Superpower|Taunt|Temper Flare|Thrash|Thunder Punch|Trailblaze|Wild Charge|Will-O-Wisp|Yawn|Zen Headbutt,110,123,65,100,65,65,528
Samurott,Water,,Torrent|Shell Armor|Sharpness,Aerial Ace|Air Slash|Aqua Cutter|Aqua Jet|Aqua Tail|Assurance|Avalanche|Blizzard|Body Slam|Brick Break|Bulldoze|Chilling Water|Copycat|Detect|Dig|Dive|Drill Run|Encore|Endure|Facade|Fling|Flip Turn|Focus Energy|Giga Impact|Grass Knot|Helping Hand|Hydro Cannon|Hydro Pump|Hyper Beam|Ice Beam|Icy Wind|Iron Tail|Knock Off|Liquidation|Megahorn|Night Slash|Protect|Rain Dance|Razor Shell|Rest|Round|Sacred Sword|Scary Face|Screech|Sleep Talk|Smart Strike|Snore|Snowscape|Soak|Substitute|Superpower|Surf|Swords Dance|Taunt|Thief|Upper Hand|Vacuum Wave|Water Pulse|Waterfall|Whirlpool|X-Scissor,95,100,85,108,70,70,528
Watchog,Normal,,Illuminate|Keen Eye|Analytic,After You|Assurance|Attract|Baton Pass|Bite|Bullet Seed|Confuse Ray|Crunch|Detect|Dig|Double-Edge|Endure|Facade|Fire Punch|Flamethrower|Fling|Focus Blast|Focus Energy|Giga Impact|Grass Knot|Gunk Shot|Helping Hand|Hyper Beam|Hypnosis|Ice Punch|Iron Tail|Light Screen|Low Kick|Mean Look|Mud Shot|Nasty Plot|Protect|Psych Up|Rain Dance|Rest|Round|Screech|Seed Bomb|Shadow Ball|Sleep Talk|Snore|Stomping Tantrum|Substitute|Sunny Day|Super Fang|Swords Dance|Thunder|Thunder Punch|Thunder Wave|Thunderbolt|Trailblaze|Zen Headbutt,60,85,69,60,69,77,420
Liepard,Dark,,Limber|Unburden|Prankster,Assurance|Attract|Baton Pass|Bite|Burning Jealousy|Charm|Copycat|Covet|Crunch|Dark Pulse|Double Team|Encore|Endure|Facade|Fake Out|Fake Tears|Fire Fang|Foul Play|Giga Impact|Grass Knot|Gunk Shot|Hyper Beam|Hyper Voice|Ice Fang|Iron Tail|Knock Off|Lash Out|Nasty Plot|Night Slash|Payback|Play Rough|Protect|Psychic Fangs|Psycho Cut|Quick Attack|Rain Dance|Rest|Round|Screech|Seed Bomb|Shadow Ball|Shadow Claw|Skitter Smack|Sleep Talk|Snarl|Snore|Substitute|Sucker Punch|Sunny Day|Swagger|Taunt|Thief|Throat Chop|Thunder Fang|Thunder Wave|Torment|Trailblaze|Trick|U-turn|Yawn,64,88,50,88,50,106,446
Simisage,Grass,,Gluttony|Overgrow,Acrobatics|Attract|Belch|Bite|Brick Break|Bullet Seed|Crunch|Dig|Endure|Energy Ball|Facade|Fake Out|Fling|Focus Blast|Giga Drain|Giga Impact|Grass Knot|Grassy Glide|Gunk Shot|Helping Hand|Hyper Beam|Iron Tail|Leaf Storm|Leech Seed|Low Kick|Low Sweep|Nasty Plot|Payback|Protect|Recycle|Rest|Rock Slide|Rock Tomb|Round|Seed Bomb|Shadow Claw|Sleep Talk|Snore|Solar Beam|Solar Blade|Stuff Cheeks|Substitute|Sunny Day|Superpower|Taunt|Thief|Throat Chop|Torment|Trailblaze|Uproar,75,98,63,98,63,101,498
Simisear,Fire,,Gluttony|Blaze,Acrobatics|Amnesia|Attract|Belch|Bite|Blaze Kick|Brick Break|Burning Jealousy|Crunch|Dig|Endure|Facade|Fake Out|Fire Blast|Fire Punch|Fire Spin|Flame Charge|Flamethrower|Flare Blitz|Fling|Focus Blast|Giga Impact|Grass Knot|Gunk Shot|Heat Wave|Helping Hand|Hyper Beam|Iron Tail|Low Kick|Low Sweep|Nasty Plot|Overheat|Payback|Protect|Recycle|Rest|Rock Slide|Rock Tomb|Round|Scorching Sands|Shadow Claw|Sleep Talk|Snore|Solar Beam|Stuff Cheeks|Substitute|Sunny Day|Superpower|Taunt|Temper Flare|Thief|Throat Chop|Uproar|Will-O-Wisp|Yawn,75,98,63,98,63,101,498
